Where,Year,Event,Distance,Sex,Rank,Lane,Athlete,Nation,Time,Notes,Wind m/s
World Championship,2015,Run,10000,M,8,,Timothy Toroitich, Uganda (UGA),27:44.9,,0
World Championship,2015,Run,10000,M,9,,Joshua Kiprui Cheptegei, Uganda (UGA),27:48.9,,0
World Championship,2015,Run,10000,M,10,,Muktar Edris, Ethiopia (ETH),27:54.5,,0
World Championship,2015,Run,10000,M,11,,Mosinet Geremew, Ethiopia (ETH),28:07.5,,0
World Championship,2015,Run,10000,M,12,,El Hassan El-Abbassi, Bahrain (BHR),28:12.6,,0
World Championship,2015,Run,10000,M,13,,Nguse Tesfaldet, Eritrea (ERI),28:14.7,,0
World Championship,2015,Run,10000,M,14,,Cameron Levins, Canada (CAN),28:15.2,,0
World Championship,2015,Run,10000,M,15,,Hassan Mead, United States (USA),28:16.3,,0
World Championship,2015,Run,10000,M,16,,Shadrack Kipchirchir, United States (USA),28:16.3,SB,0
World Championship,2015,Run,10000,M,17,,Arne Gabius, Germany (GER),28:24.5,,0
World Championship,2015,Run,10000,M,18,,Tetsuya Yoroizaka, Japan (JPN),28:25.8,,0
World Championship,2015,Run,10000,M,19,,Teklemariam Medhin, Eritrea (ERI),28:39.3,SB,0
World Championship,2015,Run,10000,M,20,,Stephen Mokoka, South Africa (RSA),28:47.4,,0
World Championship,2015,Run,10000,M,21,,Aweke Ayalew, Bahrain (BHR),29:14.6,PB,0
World Championship,2015,Run,10000,M,22,,Kenta Murayama, Japan (JPN),29:50.2,,0
World Championship,2015,Run,10000,M,23,,Yuta Shitara, Japan (JPN),30:08.3,,0
World Championship,2015,Run,10000,M,,,Bashir Abdi, Belgium (BEL),DNF,,0
World Championship,2015,Run,10000,M,,,Ismail Juma, Tanzania (TAN),DNF,,0
World Championship,2015,Run,10000,M,,,Imane Merga, Ethiopia (ETH),DNF,,0
World Championship,2015,Run,10000,M,,,Moses Kibet, Uganda (UGA),DNF,,0
World Championship,2015,Hurdles,400,M,1,9,Nicholas Bett, Kenya (KEN),47.79,"WL, NR",0
World Championship,2015,Hurdles,400,M,2,6,Denis Kudryavtsev, Russia (RUS),48.05,NR,0
World Championship,2015,Hurdles,400,M,3,7,Jeffery Gibson, Bahamas (BAH),48.17,NR,0
World Championship,2015,Hurdles,400,M,4,8,Kerron Clement, United States (USA),48.18,SB,0
World Championship,2015,Hurdles,400,M,5,4,Boniface Tumuti, Kenya (KEN),48.33,,0
World Championship,2015,Hurdles,400,M,6,2,Yasmani Copello, Turkey (TUR),48.96,,0
World Championship,2015,Hurdles,400,M,7,3,Patryk Dobek, Poland (POL),49.14,,0
World Championship,2015,Hurdles,400,M,8,5,Michael Tinsley, United States (USA),50.02,,0
World Championship,2015,Steeplechase,3000,M,1,,Ezekiel Kemboi, Kenya (KEN),08:11.3,,0
World Championship,2015,Steeplechase,3000,M,2,,Conseslus Kipruto, Kenya (KEN),08:12.4,,0
World Championship,2015,Steeplechase,3000,M,3,,Brimin Kipruto, Kenya (KEN),08:12.5,,0
World Championship,2015,Steeplechase,3000,M,4,,Jairus Kipchoge Birech, Kenya (KEN),08:12.6,,0
World Championship,2015,Steeplechase,3000,M,5,,Daniel Huling, United States (USA),08:14.4,,0
World Championship,2015,Steeplechase,3000,M,6,,Evan Jager, United States (USA),08:15.5,,0
World Championship,2015,Steeplechase,3000,M,7,,Brahim Taleb, Morocco (MAR),08:17.7,,0
World Championship,2015,Steeplechase,3000,M,8,,Matthew Hughes, Canada (CAN),08:18.6,SB,0
World Championship,2015,Steeplechase,3000,M,9,,Krystian Zalewski, Poland (POL),08:21.2,SB,0
World Championship,2015,Steeplechase,3000,M,10,,Donald Cabral, United States (USA),08:24.9,,0
World Championship,2015,Steeplechase,3000,M,11,,Hamid Ezzine, Morocco (MAR),08:25.7,,0
World Championship,2015,Steeplechase,3000,M,12,,Hailemariyam Amare, Ethiopia (ETH),08:26.2,,0
World Championship,2015,Steeplechase,3000,M,13,,Bilal Tabti, Algeria (ALG),08:29.0,,0
World Championship,2015,Steeplechase,3000,M,14,,Hicham Bouchicha, Algeria (ALG),08:33.8,,0
World Championship,2015,Steeplechase,3000,M,15,,Tolosa Nurgi, Ethiopia (ETH),08:44.8,,0
World Championship,2015,Run,100,F,1,,Shelly-Ann Fraser-Pryce, Jamaica (JAM),10.76,,-0.3
World Championship,2015,Run,100,F,2,,Dafne Schippers, Netherlands (NED),10.81,NR,-0.3
World Championship,2015,Run,100,F,3,,Tori Bowie, United States (USA),10.86,,-0.3
World Championship,2015,Run,100,F,4,,Veronica Campbell-Brown, Jamaica (JAM),10.91,,-0.3
World Championship,2015,Run,100,F,5,,Michelle-Lee Ahye, Trinidad and Tobago (TTO),10.98,,-0.3
World Championship,2015,Run,100,F,6,,Kelly-Ann Baptiste, Trinidad and Tobago (TTO),11.01,,-0.3
World Championship,2015,Run,100,F,7,,Natasha Morrison, Jamaica (JAM),11.02,,-0.3
World Championship,2015,Run,100,F,8,,Blessing Okagbare, Nigeria (NGR),11.02,,-0.3
World Championship,2015,Run,200,F,1,6,Dafne Schippers, Netherlands (NED),21.63,"CR, AR, WL",0
World Championship,2015,Run,200,F,2,5,Elaine Thompson, Jamaica (JAM),21.66,PB,0
World Championship,2015,Run,200,F,3,2,Veronica Campbell-Brown, Jamaica (JAM),21.97,SB,0
World Championship,2015,Run,200,F,4,7,Candyce McGrone, United States (USA),22.01,PB,0
World Championship,2015,Run,200,F,5,4,Dina Asher-Smith, Great Britain & N.I. (GBR),22.07,NR,0
World Championship,2015,Run,200,F,6,8,Jeneba Tarmoh, United States (USA),22.31,,0
World Championship,2015,Run,200,F,7,3,Ivet Lalova, Bulgaria (BUL),22.41,,0
World Championship,2015,Run,200,F,8,9,Sherone Simpson, Jamaica (JAM),22.5,SB,0
World Championship,2015,Run,800,F,1,,Maryna Arzamasava, Belarus (BLR),01:58.0,,0
World Championship,2015,Run,800,F,2,,Melissa Bishop, Canada (CAN),01:58.1,,0
World Championship,2015,Run,800,F,3,,Eunice Jepkoech Sum, Kenya (KEN),01:58.2,,0
World Championship,2015,Run,800,F,4,,Rababe Arafi, Morocco (MAR),01:58.9,,0
World Championship,2015,Run,800,F,5,,Shelayna Oskan-Clarke, Great Britain & N.I. (GBR),01:59.0,,0
World Championship,2015,Run,800,F,6,,Nataliia Lupu, Ukraine (UKR),01:59.0,,0
World Championship,2015,Run,800,F,7,,Joanna Jó?wik, Poland (POL),01:59.1,,0
World Championship,2015,Run,800,F,8,,Rénelle Lamote, France (FRA),01:59.7,,0
World Championship,2015,Run,5000,F,1,,Almaz Ayana, Ethiopia (ETH),14:26.8,CR,0
World Championship,2015,Run,5000,F,2,,Senbere Teferi, Ethiopia (ETH),14:44.1,,0
World Championship,2015,Run,5000,F,3,,Genzebe Dibaba, Ethiopia (ETH),14:44.1,,0
World Championship,2015,Run,5000,F,4,,Viola Kibiwot, Kenya (KEN),14:46.2,,0
World Championship,2015,Run,5000,F,5,,Mercy Cherono, Kenya (KEN),15:01.4,,0
World Championship,2015,Run,5000,F,6,,Janet Kisa, Kenya (KEN),15:02.7,SB,0
World Championship,2015,Run,5000,F,7,,Irene Chepet Cheptai, Kenya (KEN),15:03.4,,0
World Championship,2015,Run,5000,F,8,,Susan Kuijken, Netherlands (NED),15:08.0,,0
World Championship,2015,Run,5000,F,9,,Ayuko Suzuki, Japan (JPN),15:08.3,PB,0
World Championship,2015,Run,5000,F,10,,Eloise Wellings, Australia (AUS),15:09.6,SB,0
World Championship,2015,Run,5000,F,11,,Mimi Belete, Bahrain (BHR),15:17.0,,0
World Championship,2015,Run,5000,F,12,,Stephanie Twell, Great Britain & N.I. (GBR),15:26.2,,0
World Championship,2015,Run,5000,F,13,,Nicole Tully, United States (USA),15:27.4,,0
World Championship,2015,Run,5000,F,14,,Misaki Onishi, Japan (JPN),15:29.6,,0
World Championship,2015,Run,5000,F,15,,Jennifer Wenth, Austria (AUT),15:35.5,,0
World Championship,2015,Hurdles,100,F,1,5,Danielle Williams, Jamaica (JAM),12.57,PB,-0.3
World Championship,2015,Hurdles,100,F,2,8,Cindy Roleder, Germany (GER),12.59,PB,-0.3
World Championship,2015,Hurdles,100,F,3,2,Alina Talay, Belarus (BLR),12.66,NR,-0.3
World Championship,2015,Hurdles,100,F,4,4,Brianna Rollins, United States (USA),12.67,,-0.3
World Championship,2015,Hurdles,100,F,5,7,Tiffany Porter, Great Britain & N.I. (GBR),12.68,,-0.3
World Championship,2015,Hurdles,100,F,6,3,Noemi Zbären, Switzerland (SUI),12.95,,-0.3
World Championship,2015,Hurdles,100,F,7,9,Shermaine Williams, Jamaica (JAM),12.95,,-0.3
World Championship,2015,Hurdles,100,F,8,6,Sharika Nelvis, United States (USA),13.06,,-0.3
World Championship,2015,Hurdles,400,F,1,5,Zuzana Hejnová, Czech Republic (CZE),53.5,WL,0
World Championship,2015,Hurdles,400,F,2,2,Shamier Little, United States (USA),53.94,,0
World Championship,2015,Hurdles,400,F,3,6,Cassandra Tate, United States (USA),54.02,,0
World Championship,2015,Hurdles,400,F,4,4,Sara Petersen, Denmark (DEN),54.2,,0
World Championship,2015,Hurdles,400,F,5,9,Janieve Russell, Jamaica (JAM),54.65,PB,0
World Championship,2015,Hurdles,400,F,6,3,Eilidh Child, Great Britain & N.I. (GBR),54.78,,0
World Championship,2015,Hurdles,400,F,7,8,Wenda Nel, South Africa (RSA),54.94,,0
World Championship,2015,Hurdles,400,F,8,7,Kaliese Spencer, Jamaica (JAM),55.47,,0
World Championship,2019,Run,100,M,1,4,Christian Coleman, United States (USA),9.76,WL,0.6
World Championship,2019,Run,100,M,2,3,Justin Gatlin, United States (USA),9.89,,0.6
World Championship,2019,Run,100,M,3,6,Andre De Grasse, Canada (CAN),9.9,PB,0.6
World Championship,2019,Run,100,M,4,5,Akani Simbine, South Africa (RSA),9.93,SB,0.6
World Championship,2019,Run,100,M,5,8,Yohan Blake, Jamaica (JAM),9.97,,0.6
World Championship,2019,Run,100,M,6,7,Zharnel Hughes, Great Britain & N.I. (GBR),10.03,,0.6
World Championship,2019,Run,100,M,7,2,Filippo Tortu, Italy (ITA),10.07,SB,0.6
World Championship,2019,Run,10000,M,8,9,Aaron Brown, Canada (CAN),10.08,,0.6
World Championship,2019,Run,10000,M,1,,Joshua Cheptegei, Uganda (UGA),26:48.4,WL,0
World Championship,2019,Run,10000,M,2,,Yomif Kejelcha, Ethiopia (ETH),26:49.3,PB,0
World Championship,2019,Run,10000,M,3,,Rhonex Kipruto, Kenya (KEN),26:50.3,,0
World Championship,2019,Run,10000,M,4,,Rodgers Kwemoi, Kenya (KEN),26:55.4,PB,0
World Championship,2019,Run,10000,M,5,,Andamlak Belihu, Ethiopia (ETH),26:56.7,,0
World Championship,2019,Run,10000,M,6,,Mohammed Ahmed, Canada (CAN),26:59.3,NR,0
World Championship,2019,Run,10000,M,7,,Lopez Lomong, United States (USA),27:04.7,PB,0
World Championship,2019,Run,10000,M,8,,Yemaneberhan Crippa, Italy (ITA),27:10.8,NR,0
World Championship,2019,Run,10000,M,9,,Hagos Gebrhiwet, Ethiopia (ETH),27:11.4,,0
World Championship,2019,Run,10000,M,10,,Shadrack Kipchirchir, United States (USA),27:24.7,SB,0
World Championship,2019,Run,10000,M,11,,Alex Korio, Kenya (KEN),27:28.7,PB,0
World Championship,2019,Run,10000,M,12,,Sondre Nordstad Moen, Norway (NOR),28:02.2,,0
World Championship,2019,Run,10000,M,13,,Leonard Korir, United States (USA),28:05.7,,0
World Championship,2019,Run,10000,M,14,,Soufiane Bouchikhi, Belgium (BEL),28:15.4,,0
World Championship,2019,Run,10000,M,15,,Aron Kifle, Eritrea (ERI),28:16.7,,0
World Championship,2019,Run,10000,M,16,,Rodrigue Kwizera, Burundi (BDI),28:21.9,PB,0
World Championship,2019,Run,10000,M,17,,Abdallah Kibet Mande, Uganda (UGA),28:31.5,,0
World Championship,2019,Run,10000,M,18,,Onesphore Nzikwinkunda, Burundi (BDI),29:11.5,,0
World Championship,2019,Run,10000,M,,,Hassan Chani, Bahrain (BHR),DNF,,0
World Championship,2019,Run,10000,M,,,Thierry Ndikumwenayo, Burundi (BDI),DNF,,0
World Championship,2019,Run,10000,M,,,Julien Wanders, Switzerland (SUI),DNF,,0
World Championship,2019,Hurdles,400,M,1,4,Karsten Warholm, Norway (NOR),47.42,,0
World Championship,2019,Hurdles,400,M,2,7,Rai Benjamin, United States (USA),47.66,,0
World Championship,2019,Hurdles,400,M,3,9,Abderrahman Samba, Qatar (QAT),48.03,,0
World Championship,2019,Hurdles,400,M,4,2,Kyron McMaster, British Virgin Islands (IVB),48.1,SB,0
World Championship,2019,Hurdles,400,M,5,3,TJ Holmes, United States (USA),48.2,PB,0
World Championship,2019,Hurdles,400,M,6,6,Yasmani Copello, Turkey (TUR),48.25,SB,0
World Championship,2019,Hurdles,400,M,7,5,Alison dos Santos, Brazil (BRA),48.28,PB,0
World Championship,2019,Hurdles,400,M,8,8,Abdelmalik Lahoulou, Algeria (ALG),49.46,,0
World Championship,2019,Steeplechase,3000,M,1,,Conseslus Kipruto, Kenya (KEN),08:01.4,WL,0
World Championship,2019,Steeplechase,3000,M,2,,Lamecha Girma, Ethiopia (ETH),08:01.4,NR,0
World Championship,2019,Steeplechase,3000,M,3,,Soufiane El Bakkali, Morocco (MAR),08:03.8,SB,0
World Championship,2019,Steeplechase,3000,M,4,,Getnet Wale, Ethiopia (ETH),08:05.2,PB,0
World Championship,2019,Steeplechase,3000,M,5,,Djilali Bedrani, France (FRA),08:05.2,PB,0
World Championship,2019,Steeplechase,3000,M,6,,Benjamin Kigen, Kenya (KEN),08:07.0,,0
World Championship,2019,Steeplechase,3000,M,7,,Abraham Kibiwott, Kenya (KEN),08:08.5,,0
World Championship,2019,Steeplechase,3000,M,8,,Hillary Bor, United States (USA),08:09.3,,0
World Championship,2019,Steeplechase,3000,M,9,,Leonard Kipkemoi Bett, Kenya (KEN),08:10.6,,0
World Championship,2019,Steeplechase,3000,M,10,,Stanley Kebenei, United States (USA),08:11.2,SB,0
World Championship,2019,Steeplechase,3000,M,11,,Fernando Carro, Spain (ESP),08:12.3,,0
World Championship,2019,Steeplechase,3000,M,12,,Andrew Bayer, United States (USA),08:12.5,PB,0
World Championship,2019,Steeplechase,3000,M,13,,Avinash Sable, India (IND),08:21.4,NR,0
World Championship,2019,Steeplechase,3000,M,14,,Matthew Hughes, Canada (CAN),08:24.8,,0
World Championship,2019,Steeplechase,3000,M,15,,Zak Seddon, Great Britain & N.I. (GBR),08:40.2,,0
World Championship,2019,Steeplechase,3000,M,,,Chala Beyo, Ethiopia (ETH),DNF,,0
World Championship,2019,Run,100,F,1,6,Shelly-Ann Fraser-Pryce, Jamaica (JAM),10.71,WL,0
World Championship,2019,Run,100,F,2,7,Dina Asher-Smith, Great Britain & N.I. (GBR),10.83,NR,0
World Championship,2019,Run,100,F,3,4,Marie-Josée Ta Lou, Ivory Coast (CIV),10.9,,0
World Championship,2019,Run,100,F,4,5,Elaine Thompson, Jamaica (JAM),10.93,,0
World Championship,2019,Run,100,F,5,8,Murielle Ahouré, Ivory Coast (CIV),11.02,SB,0
World Championship,2019,Run,100,F,6,9,Jonielle Smith, Jamaica (JAM),11.06,,0
World Championship,2019,Run,100,F,7,3,Teahna Daniels, United States (USA),11.19,,0
World Championship,2019,Run,100,F,,2,Dafne Schippers, Netherlands (NED),DNS,,0
World Championship,2019,Run,200,F,1,7,Dina Asher-Smith, Great Britain & N.I. (GBR),21.88,NR,0.9
World Championship,2019,Run,200,F,2,6,Brittany Brown, United States (USA),22.22,PB,0.9
World Championship,2019,Run,200,F,3,4,Mujinga Kambundji, Switzerland (SUI),22.51,,0.9
World Championship,2019,Run,200,F,4,5,Anglerne Annelus, United States (USA),22.59,,0.9
World Championship,2019,Run,200,F,5,8,Dezerea Bryant, United States (USA),22.63,,0.9
World Championship,2019,Run,200,F,6,2,Gina Bass, Gambia (GAM),22.71,,0.9
World Championship,2019,Run,200,F,7,3,Ivet Lalova-Collio, Bulgaria (BUL),22.77,,0.9
World Championship,2019,Run,200,F,8,9,Tynia Gaither, Bahamas (BAH),22.9,,0.9
World Championship,2019,Run,800,F,1,8,Halimah Nakaayi, Uganda (UGA),01:58.0,NR,0
World Championship,2019,Run,800,F,2,4,Raevyn Rogers, United States (USA),01:58.2,SB,0
World Championship,2019,Run,800,F,3,5,Ajee Wilson, United States (USA),01:58.8,,0
World Championship,2019,Run,800,F,4,7,Winnie Nanyondo, Uganda (UGA),01:59.2,,0
World Championship,2019,Run,800,F,5,9,Eunice Jepkoech Sum, Kenya (KEN),01:59.7,,0
World Championship,2019,Run,800,F,6,6,Natoya Goule, Jamaica (JAM),02:00.1,,0
World Championship,2019,Run,800,F,7,3,Rababe Arafi, Morocco (MAR),02:00.5,,0
World Championship,2019,Run,800,F,8,2,Ce'Aira Brown, United States (USA),02:03.0,,0
World Championship,2019,Run,5000,F,1,,Hellen Obiri, Kenya (KEN),14:26.7,CR,0
World Championship,2019,Run,5000,F,2,,Margaret Chelimo Kipkemboi, Kenya (KEN),14:27.5,PB,0
World Championship,2019,Run,5000,F,3,,Konstanze Klosterhalfen, Germany (GER),14:28.4,,0
World Championship,2019,Run,5000,F,4,,Tsehay Gemechu, Ethiopia (ETH),14:29.6,PB,0
World Championship,2019,Run,5000,F,5,,Lilian Kasait Rengeruk, Kenya (KEN),14:36.1,PB,0
World Championship,2019,Run,5000,F,6,,Fantu Worku, Ethiopia (ETH),14:40.5,PB,0
World Championship,2019,Run,5000,F,7,,Laura Weightman, Great Britain & N.I. (GBR),14:44.6,PB,0
World Championship,2019,Run,5000,F,8,,Hawi Feysa, Ethiopia (ETH),14:44.9,,0
World Championship,2019,Run,5000,F,9,,Karissa Schweizer, United States (USA),14:45.2,PB,0
World Championship,2019,Run,5000,F,10,,Eilish McColgan, Great Britain & N.I. (GBR),14:46.2,PB,0
World Championship,2019,Run,5000,F,11,,Elinor Purrier, United States (USA),14:58.2,PB,0
World Championship,2019,Run,5000,F,12,,Camille Buscomb, New Zealand (NZL),14:58.6,PB,0
World Championship,2019,Run,5000,F,13,,Andrea Seccafien, Canada (CAN),15:00.0,PB,0
World Championship,2019,Run,5000,F,14,,Nozomi Tanaka, Japan (JPN),15:00.0,PB,0
World Championship,2019,Run,5000,F,15,,Dominique Scott-Efurd, South Africa (RSA),15:24.5,,0
World Championship,2019,Hurdles,100,F,1,4,Nia Ali, United States (USA),12.34,PB,0
World Championship,2019,Hurdles,100,F,2,6,Kendra Harrison, United States (USA),12.46,,0
World Championship,2019,Hurdles,100,F,3,5,Danielle Williams, Jamaica (JAM),12.47,,0
World Championship,2019,Hurdles,100,F,4,7,Tobi Amusan, Nigeria (NGR),12.49,,0
World Championship,2019,Hurdles,100,F,5,3,Andrea Vargas, Costa Rica (CRC),12.64,NR,0
World Championship,2019,Hurdles,100,F,6,2,Nadine Visser, Netherlands (NED),12.66,,0
World Championship,2019,Hurdles,100,F,7,8,Janeek Brown, Jamaica (JAM),12.88,,0
World Championship,2019,Hurdles,100,F,,9,Megan Tapper, Jamaica (JAM),DNF,,0
World Championship,2019,Hurdles,400,F,1,6,Dalilah Muhammad, United States (USA),52.16,WR,0
World Championship,2019,Hurdles,400,F,2,4,Sydney McLaughlin, United States (USA),52.23,PB,0
World Championship,2019,Hurdles,400,F,3,5,Rushell Clayton, Jamaica (JAM),53.74,PB,0
World Championship,2019,Hurdles,400,F,4,9,Léa Sprunger, Switzerland (SUI),54.06,NR,0
World Championship,2019,Hurdles,400,F,5,8,Zuzana Hejnová, Czech Republic (CZE),54.23,,0
World Championship,2019,Hurdles,400,F,6,2,Ashley Spencer, United States (USA),54.45,,0
World Championship,2019,Hurdles,400,F,7,3,Anna Ryzhykova, Ukraine (UKR),54.45,SB,0
World Championship,2019,Hurdles,400,F,8,7,Sage Watson, Canada (CAN),54.82,,0
